1272,134,1037
1070,146,1037
1183,136,1013
1069,112,1008
1056,160,1037
1091,102,1011
1172,125,1007
1252,111,1023
1204,127,1020
1265,131,1013
1300,120,1030
1263,104,1005
1126,120,1027
1027,130,1009
1113,164,1028
1277,134,1015
1223,146,1037
1234,130,1036
1063,109,1033
1237,154,1005
1058,163,1020
1250,102,1000
1210,136,1008
1228,135,1020
1122,110,1022
1010,115,1025
1197,123,1010
1148,100,1015
1236,108,1014
1303,140,1006
1003,131,1036
1005,138,1008
1068,137,1016
1118,133,1016
1125,144,1009
1314,127,1003
1057,153,1020
1275,158,1023
1299,115,1016
1180,135,1004
1129,123,1026
1040,129,1020
1054,112,1034
1315,111,1019
1129,156,1037
1098,164,1036
1203,129,1027
1323,114,1013
1151,164,1028
1252,141,1033
1012,105,1008
1194,150,1034
1178,163,1032
1326,145,1032
1220,133,1025
1154,163,1017
1314,116,1021
1019,143,1022
1292,150,1013
1173,143,1015
1045,120,1012
1291,159,1029
1140,117,1029
1032,137,1019
1316,161,1035
1298,140,1022
1298,133,1028
1209,147,1034
1251,118,1017
1278,158,1033
1131,155,1019
1092,127,1009
1081,159,1030
1233,122,1022
1227,115,1031
1271,115,1011
1144,155,1006
1266,103,1032
1029,117,1010
1015,109,1004
1215,102,1033
1240,142,1024
1021,146,1036
1195,109,1008
1026,116,1017
1023,129,1008
1271,159,1013
1224,100,1007
1189,145,1002
1256,153,1010
1162,115,1019
1115,138,1011
1166,148,1032
1322,134,1008
1000,148,1032
1011,156,1013
1027,135,1018
1023,159,1028
1128,100,1034
1026,156,1036
1080,143,1006
1093,114,1026
1012,105,1002
1193,157,1031
1109,159,1026
1043,154,1002
1120,107,1031
1250,103,1002
1142,112,1001
1303,130,1034
1104,164,1010
1082,144,1019
1198,159,1015
1172,117,1016
1287,107,1012
1171,136,1002
1262,135,1020
1325,137,1023
1041,122,1002
1162,117,1040
1166,141,1040
1249,148,1014
1268,131,1008
1082,142,1006
1024,109,1003
1058,130,1015
1321,161,1023
1081,100,1013
1129,111,1019
1062,108,1029
1065,111,1014
1140,153,1035
1218,142,1002
1239,131,1037
1297,141,1029
1035,145,1013
1150,158,1026
1211,133,1037
1033,154,1023
1204,111,1022
1022,136,1038
1328,164,1008
1101,139,1009
1168,132,1007
1118,104,1018
1155,112,1035
1195,143,1008
1052,153,1025
1292,141,1032
1155,130,1016
1240,127,1019
1003,109,1021
1272,164,1014
1052,125,1019
1041,129,1013
1094,142,1037
1238,127,1017
1190,118,1025
1145,156,1005
1197,106,1003
1283,155,1029
1243,145,1010
1099,139,1020
1043,136,1019
1127,127,1004
1229,107,1024
1183,148,1019
1318,114,1017
1296,158,1025
1288,145,1029
1185,143,1029
1242,134,1029
1022,115,1016
1330,128,1022
1128,125,1025
1032,118,1019
1027,119,1008
1311,130,1040
1189,130,1027
1118,106,1025
1214,123,1040
1178,125,1004
1067,104,1026
1196,146,1021
1312,109,1024
1000,139,1039
1315,133,1015
1066,164,1001
1286,164,1021
1089,120,1025
1165,159,1030
1107,129,1009
1116,142,1025
1104,105,1007
1068,113,1002
1197,163,1010
1289,109,1039
1141,117,1040
1052,158,1039
1288,143,1028
1165,137,1008
1046,160,1013
1289,141,1003
1011,154,1016
1040,122,1021
1067,121,1040
1161,133,1033
1329,161,1011
1282,126,1022
1048,121,1011
1077,111,1013
1049,108,1037
1148,146,1022
1260,118,1015
1234,133,1003
1089,115,1015
1333,137,1000
1197,109,1000
1212,103,1019
1306,121,1000
1120,153,1033
1222,122,1039
1192,115,1017
1181,160,1031
1277,136,1024
1307,156,1035
1311,107,1032
1268,151,1021
1048,154,1010
1069,115,1012
1090,141,1004
1006,161,1036
1148,109,1020
1067,144,1023
1304,159,1016
1189,133,1003
1106,132,1015
1326,147,1018
1049,114,1027
1054,103,1013
1115,100,1027
1023,133,1038
1266,128,1026
1187,146,1023
1184,125,1021
1192,145,1033
1233,115,1002
1147,105,1029
1154,137,1029
1283,138,1029
1041,131,1003
1020,161,1037
1030,139,1032
1168,112,1027
1092,138,1025
1156,104,1024
1045,101,1018
1136,125,1001
1218,122,1021
1114,126,1028
1100,102,1029
1208,135,1020
1150,157,1019
1155,156,1021
1138,154,1026
1111,141,1002
1219,103,1029
1264,161,1008
1236,113,1030
1132,108,1038
1148,154,1034
1228,117,1034
1264,137,1035
1126,136,1024
1085,153,1030
1256,160,1021
1132,128,1001
1317,130,1023
1111,164,1000
1285,149,1029
1287,121,1020
1275,159,1007
1253,121,1019
1204,107,1012
1094,151,1031
1289,101,1033
1187,100,1040
1036,150,1008
1131,139,1026
1180,102,1015
1032,151,1020
1174,111,1010
1062,121,1004
1263,112,1010
1102,142,1012
1119,146,1012
1012,158,1001
1087,103,1002
1031,155,1033
1096,101,1020
1222,121,1036
1051,160,1025
1062,110,1037
1295,100,1040
1050,115,1003
1193,118,1039
1285,119,1030
1241,154,1005
1276,110,1002
1323,144,1029
1162,131,1028
1020,104,1032
1009,142,1007
1069,117,1020
1026,149,1032
1181,102,1034
1280,134,1020
1012,126,1007
1200,163,1011
1286,152,1020
1014,115,1019
1136,109,1035
1134,101,1006
1246,121,1006
1307,120,1038
1263,156,1024
1134,118,1016
1200,123,1034
1099,118,1014
1214,163,1040
1191,106,1006
1045,100,1001
1286,129,1017
1054,154,1011
1266,142,1009
1028,141,1007
1129,137,1028
1324,129,1003
1152,126,1011
1198,141,1038
1195,117,1022
1291,129,1017
1094,103,1006
1265,157,1040
1161,114,1005
1293,123,1030
1111,119,1030
1079,100,1030
1270,160,1000
1030,100,1000
1257,130,1007
1103,161,1009
1283,124,1026
1170,142,1011
1330,111,1028
1088,118,1040
1149,137,1023
1139,110,1013
1279,149,1001
1154,157,1012
1276,163,1019
1049,110,1016
1111,116,1040
1164,146,1022
1000,127,1013
1290,156,1027
1123,132,1006
1271,121,1027
1072,154,1017
1140,137,1012
1124,141,1034
1049,147,1017
1013,111,1000
1064,150,1032
1129,141,1017
1235,110,1014
1176,148,1009
1330,162,1012
1303,158,1007
1181,147,1040
1149,156,1028
1089,128,1033
1198,120,1013
1173,156,1005
1063,114,1018
1324,110,1019
1027,104,1021
1102,163,1031
1129,119,1012
1189,152,1008
1136,160,1016
1154,137,1030
1156,148,1038
1276,112,1031
1283,132,1010
1249,164,1032
1060,127,1008
1272,118,1034
1331,164,1000
1190,134,1026
1062,137,1022
1179,143,1007
1070,142,1012
1002,103,1039
1125,141,1015
1207,134,1040
1021,146,1019
1257,147,1025
1078,111,1022
1162,157,1020
1072,121,1017
1260,116,1024
1048,106,1011
1214,121,1037
1150,145,1007
1217,139,1028
1073,134,1007
1004,158,1019
1100,103,1032
1148,164,1013
1313,137,1013
1006,162,1001
1147,147,1003
1065,114,1040
1191,145,1010
1036,110,1001
1183,113,1012
1186,136,1035
1125,145,1025
1201,162,1022
1254,152,1021
1087,124,1010
1162,140,1006
1317,124,1010
1283,164,1002
1109,100,1031
1275,136,1019
1132,103,1002
1134,130,1002
1307,106,1004
1068,121,1005
1249,138,1038
1004,148,1027
1203,105,1020
1295,106,1010
1094,136,1025
1038,156,1019
1041,154,1001
1274,120,1014
1166,101,1036
1045,111,1019
1111,115,1004
1277,122,1036
1081,125,1017
1104,108,1013
1037,106,1030
1121,119,1005
1100,134,1017
1317,131,1012
1257,112,1003
1036,138,1017
1035,100,1037
1248,149,1031
1244,133,1032
1110,129,1023
1065,162,1031
1116,105,1010
1261,112,1008
1084,164,1023
1212,121,1002
1283,138,1029
1086,110,1022
1048,102,1015
1195,145,1026
1052,142,1003
1235,136,1028
1125,107,1004
1081,101,1030
1086,156,1037
1135,150,1040
1332,137,1014
1065,162,1023
1162,114,1007
1273,112,1031
1264,123,1022
1270,150,1018
1232,103,1037
1026,118,1012
1235,106,1004
1152,137,1015
1151,103,1005
1199,115,1002
1201,162,1016
1052,142,1025
1122,133,1034
1146,160,1025
1284,149,1009
1285,158,1009
1329,113,1000
1036,126,1024
1138,128,1018
1322,146,1025
1230,156,1001
1303,150,1010
1171,105,1026
1065,124,1020
1281,164,1034
1132,139,1014
1087,104,1038
1254,116,1030
1162,132,1000
1187,160,1010
1156,149,1020
1145,150,1004
1196,151,1005
1022,137,1014
1044,133,1014
1001,156,1035
1223,127,1005
1111,132,1003
1227,158,1008
1274,162,1037
1136,151,1013
1194,110,1014
1053,124,1040
1057,114,1032
1035,140,1038
1267,106,1021
1253,133,1012
1167,161,1005
1092,133,1029
1028,130,1002
1000,116,1000
1116,155,1004
1019,123,1015
1312,142,1021
1238,140,1035
1309,143,1040
1257,157,1040
1253,153,1007
1295,116,1000
1090,162,1022
1145,146,1033
1139,118,1004
1188,162,1023
1156,158,1003
1082,137,1018
1182,103,1002
1084,109,1039
1293,103,1018
1089,148,1025
1238,109,1029
1300,146,1015
1102,104,1031
1333,150,1009
1160,164,1000
1050,136,1001
1003,143,1010
1195,128,1011
1016,114,1010
1028,115,1026
1263,159,1009
1017,107,1029
1113,120,1019
1025,135,1040
1233,135,1003
1051,127,1032
1226,142,1028
1126,109,1012
1071,144,1038
1154,113,1011
1188,157,1006
1072,132,1028
1241,151,1024
1125,141,1033
1146,120,1003
1305,110,1008
1143,151,1015
1078,128,1014
1123,144,1015
1280,100,1014
1086,113,1033
1084,161,1016
1283,107,1036
1188,119,1018
1212,114,1038
1168,135,1017
1315,127,1020
1030,120,1036
1013,111,1019
1026,144,1039
1288,147,1006
1286,158,1014
1026,114,1000
1265,108,1030
1141,109,1016
1211,157,1005
1078,149,1005
1330,147,1013
1247,125,1028
1230,120,1030
1310,140,1012
1195,144,1016
1237,115,1009
1288,150,1003
1200,140,1031
1011,109,1037
1272,155,1000
1115,121,1008
1270,157,1021
1063,147,1008
1309,157,1019
1002,158,1036
1128,121,1017
1098,158,1033
1118,156,1020
1008,164,1007
1053,153,1017
1159,157,1010
1051,157,1007
1177,103,1019
1136,153,1039
1285,134,1019
1166,105,1011
1064,157,1027
1239,158,1035
1203,154,1026
1035,137,1007
1158,143,1002
1263,131,1027
1108,131,1026
1149,146,1009
1076,100,1034
1254,143,1026
1235,126,1004
1274,113,1001
1029,113,1022
1100,154,1026
1177,139,1023
1082,119,1009
1165,105,1003
1077,134,1026
1165,135,1030
1280,118,1008
1006,107,1027
1175,144,1030
1092,164,1004
1202,158,1040
1122,145,1030
1043,127,1033
1013,126,1028
1137,122,1015
1176,146,1020
1186,107,1007
1103,135,1024
1307,130,1025
1092,127,1026
1302,112,1021
1194,156,1017
1265,147,1015
1244,125,1038
1207,137,1021
1129,154,1037
1033,106,1039
1244,123,1025
1134,162,1038
1313,121,1040
1326,108,1015
1105,141,1015
1157,100,1010
1245,140,1026
1291,160,1036
1286,142,1013
1331,107,1022
1046,104,1035
1029,126,1026
1268,134,1015
1167,111,1036
1287,144,1033
1241,158,1031
1133,161,1004
1331,132,1023
1257,100,1009
1194,153,1028
1141,106,1034
1299,163,1004
1006,111,1027
1051,101,1012
1156,118,1008
1235,104,1036
1097,127,1037
1181,157,1034
1081,121,1000
1273,155,1012
1281,105,1003
1176,159,1026
1017,103,1029
1148,110,1015
1033,115,1025
1321,125,1023
1146,138,1016
1144,152,1029
1252,155,1033
1150,131,1037
1045,118,1034
1076,131,1028
1256,158,1030
1022,154,1026
1018,136,1018
1222,134,1023
1314,138,1009
1100,105,1025
1264,152,1009
1005,121,1037
1112,107,1038
1284,100,1016
1165,155,1040
1082,147,1005
1260,160,1005
1231,102,1022
1139,100,1020
1018,105,1012
1276,136,1031
1179,127,1010
1004,121,1022
1095,162,1013
1054,101,1019
1214,153,1020
1179,135,1038
1094,106,1025
1015,104,1008
1177,107,1016
1292,161,1015
1178,108,1033
1033,131,1030
1050,154,1019
1304,146,1020
1332,104,1006
1329,131,1030
1049,119,1016
1000,135,1032
1260,151,1040
1174,102,1013
1168,102,1030
1272,131,1038
1155,135,1009
1030,141,1005
1222,134,1028
1298,155,1035
1323,150,1034
1177,113,1027
1298,128,1012
1228,130,1008
1099,162,1012
1029,119,1004
1145,147,1031
1262,164,1022
1040,117,1037
1051,153,1027
1105,101,1006
1198,129,1015
1034,112,1005
1139,121,1034
1100,134,1018
1117,145,1023
1315,141,1030
1156,111,1012
1291,110,1023
1013,131,1016
1086,149,1004
1049,135,1004
1213,135,1003
1054,120,1019
1119,133,1027
1103,101,1031
1018,112,1009
1228,116,1022
1292,150,1022
1065,154,1018
1065,164,1030
1140,154,1015
1100,160,1035
1050,149,1036
1112,130,1021
1058,125,1035
1038,155,1025
1044,119,1015
1274,122,1013
1091,152,1025
1045,157,1030
1180,122,1022
1011,116,1001
1233,113,1012
1254,101,1018
1201,162,1024
1296,148,1030
1091,136,1012
1174,112,1039
1297,148,1002
1238,143,1001
1291,101,1015
1282,122,1033
1285,131,1039
1082,150,1029
1327,107,1016
1142,114,1037
1303,132,1024
1000,131,1014
1289,117,1015
1052,104,1010
1192,149,1007
1183,155,1024
1043,164,1017
1237,152,1035
1084,164,1028
1164,134,1016
1023,156,1002
1098,110,1032
1262,151,1023
1125,152,1032
1053,156,1031
1324,139,1022
1227,145,1009
1099,109,1011
1114,132,1034
1011,111,1026
1307,128,1007
1196,137,1025
1102,154,1011
1130,107,1036
1041,147,1030
1110,127,1010
1129,141,1023
1244,119,1001
1214,101,1031
1252,150,1005
1111,114,1024
1319,135,1032
1011,114,1000
1213,140,1021
1116,151,1030
1169,103,1028
1078,151,1024
1301,117,1001
1089,136,1001
1287,129,1012
1295,146,1004
1124,116,1003
1184,143,1001
1112,108,1000
1106,130,1018
1036,108,1015
1104,132,1028
1264,156,1016
1314,131,1014
1280,110,1031
1136,104,1017
1195,149,1022
1066,112,1013
1294,154,1008
1328,152,1038
1137,102,1030
1290,114,1031
1202,124,1001
1063,120,1028
1127,158,1028
1331,142,1014
1023,114,1032
1107,149,1034
1098,156,1028
1043,155,1010
1077,153,1036
1238,100,1002
1293,119,1011
1231,140,1023
1060,142,1005
1263,110,1016
1135,119,1023
1251,135,1032
1125,148,1002
1032,117,1030
1314,156,1029
1135,132,1016
1272,153,1040
1081,117,1020
1324,154,1027
1284,111,1032
1136,141,1015
1165,137,1035
1217,106,1006
1024,109,1002
1002,100,1036
1199,140,1040
1172,139,1017
1206,144,1021
1049,134,1017
1137,134,1020
1021,112,1005
1078,123,1008
1035,112,1005
1293,139,1026
1208,121,1031
1269,138,1023
1218,145,1002
1070,143,1017
1104,118,1026
1225,124,1029
1004,160,1030
1307,137,1006
1134,133,1037
1293,122,1029
1005,164,1036
1152,161,1012
1208,111,1038
1287,124,1017
1024,115,1033
1016,113,1020
1256,115,1002
1086,107,1034
1159,147,1004
1141,125,1019
1029,159,1004
1170,155,1012
1264,107,1024
1189,149,1020
1002,104,1021
1156,115,1027
1259,134,1002
1256,139,1018
1176,105,1023
1061,103,1013
1002,127,1027
1212,132,1021
1024,136,1029
1228,108,1016
1085,111,1025
1333,108,1004
1183,123,1032
1073,117,1035
1177,161,1035
1204,158,1037
1000,116,1020
1073,146,1013
1250,134,1025
1018,129,1014
1276,155,1036
1314,102,1010
1088,162,1039
1019,114,1011
1061,123,1006
1136,153,1001
1133,129,1025
1299,142,1026
1111,151,1026
1067,143,1022
1258,155,1039
1296,138,1014
1068,124,1040
1097,157,1011
1233,100,1036
1045,112,1002
1237,159,1018
1179,128,1021
1216,108,1009
1278,150,1001
1012,150,1007
1056,113,1000
1321,112,1004
1166,158,1029
1257,145,1029
1134,100,1033
1017,115,1030
1164,115,1031
1030,131,1028
1327,147,1003
1321,119,1038
1004,160,1019
1275,155,1007
1288,162,1037
1211,120,1009
1259,150,1024
1324,118,1034
1033,150,1016
1307,117,1030
1307,131,1009
1220,107,1006
1313,119,1033
1156,123,1007
1243,108,1026
1253,107,1019
1017,160,1037
1294,141,1017
1323,135,1016
1306,145,1016
1163,137,1001
1020,125,1018
1110,134,1018
1289,119,1003
1029,110,1016
1292,115,1008
1057,110,1005
1118,153,1035
1325,127,1014
1144,104,1002
1233,100,1040
1031,103,1032
1303,164,1023
1272,144,1018
1019,115,1016
1325,152,1009
1329,117,1033
1088,152,1032
1082,155,1021
1048,137,1027
1187,136,1033
1208,110,1011
1117,104,1040
1330,120,1034
1164,142,1035
1094,162,1001
1064,117,1019
1035,124,1005
1092,138,1016
1273,100,1002
1046,132,1020
1143,158,1018
1251,152,1031
1188,155,1017
1205,163,1032
1038,156,1018
1215,135,1020
1247,122,1026
1101,135,1014
1160,117,1003
1280,110,1010
1139,104,1028
1176,128,1002
1191,144,1023
1019,130,1025
1218,144,1030
1068,133,1021
1040,128,1013
1047,142,1011
1169,145,1015
1143,150,1011
1181,135,1030
1076,126,1034
1274,113,1034
1124,106,1012
1113,138,1012
1195,159,1022
1043,119,1019
1162,139,1020
1128,108,1032
1217,156,1040
1269,156,1000
1083,133,1001
1330,100,1002
1147,118,1034
1128,138,1000
1281,114,1008
1174,111,1017
1214,131,1039
1019,120,1019
1026,142,1031
1097,118,1015
1235,160,1027
1160,141,1017
1055,146,1009
1169,149,1014
1321,164,1010
1083,124,1022
1306,113,1007
1281,125,1028
1113,163,1019
1152,142,1004
1100,101,1029
1107,107,1026
1055,115,1033
1083,121,1032
1065,104,1038
1083,163,1016
1201,105,1006
1331,103,1003
1115,145,1004
1221,132,1035
1283,119,1002
1124,130,1033
1306,127,1031
1163,133,1035
1022,104,1030
1230,153,1035
1164,147,1037
1059,101,1020
1244,162,1024
1081,137,1039
1285,103,1023
1069,152,1012
1023,101,1022
1049,117,1027
1315,146,1002
1240,151,1010
1189,120,1039
1130,134,1007
1112,128,1007
1318,152,1021
1171,105,1031
1132,142,1031
1235,120,1018
1234,102,1039
1288,105,1004
1272,160,1018
1151,161,1035
1309,142,1027
1004,129,1015
1022,138,1027
1200,143,1011
1035,155,1036
1291,119,1018
1047,114,1036
1262,105,1035
1099,157,1029
1091,153,1031
1194,152,1004
1242,154,1002
1200,103,1015
1198,106,1003
1032,121,1029
1316,110,1029
1141,104,1034
1225,153,1018
1268,145,1031
1105,160,1014
1306,141,1018
1131,109,1038
1270,124,1038
1089,145,1040
1017,137,1038
1248,121,1026
1132,131,1000
1058,149,1020
1011,146,1031
1014,155,1005
1295,133,1016
1329,141,1039
1065,158,1001
1083,155,1040
1085,116,1012
1197,138,1038
1283,127,1007
1044,117,1016
1131,126,1017
1249,152,1035
1259,144,1013
1034,152,1033
1033,157,1006
1141,143,1022
1088,158,1024
1174,118,1037
1083,121,1023
1158,129,1020
1195,136,1010
1311,161,1007
1081,160,1016
1051,107,1025
1172,144,1022
1017,118,1012
1057,144,1002
1172,154,1017
1324,104,1028
1189,143,1000
1056,157,1033
1321,143,1026
1156,123,1027
1258,135,1006
1181,164,1039
1281,157,1021
1323,114,1029
